benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
medagentbench,medagentbench/task9_8,task9_8,0.7701185550323835,0.22988144496761653,16,medium,0.3541666875,0.3541666875,0.3220756238297767
aa-lcr,aa-lcr/aa-lcr/aa-lcr-78,aa-lcr/aa-lcr-78,0.7702079305278947,0.2297920694721053,16,frontier,0.041666625,0.041666625,0.1102395277213866
aa-lcr,aa-lcr/aa-lcr/aa-lcr-24,aa-lcr/aa-lcr-24,0.7702079305278947,0.2297920694721053,16,hard,0.2708333125,0.2708333125,0.3578242859534408
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-word-ladder-easy00cea0a5-seed45-0,reasoning-gym-algorithmic-word-ladder-easy00cea0a5-seed45-0,0.7703642048969939,0.22963579510300614,16,easy,0.8437500625000001,0.8437500625000001,0.1995545875698767
omnimath,omnimath/omnimath_3564,omnimath_3564,0.7704031794127085,0.22959682058729147,16,easy,0.8750000625000001,0.8750000625000001,0.199826283063086
dacode,dacode/dacode-data-wrangling-099,dacode-data-wrangling-099,0.7709060018154571,0.2290939981845429,16,medium,0.3055553749999999,0.3055553749999999,0.213365157854989
aider-polyglot,aider-polyglot/polyglot_python_robot-name,polyglot_python_robot-name,0.7711603357211516,0.2288396642788484,16,easy,0.708333375,0.708333375,0.4228704777733182
gpqa-diamond,gpqa-diamond/65,65,0.7713926154039034,0.22860738459609664,16,easy,0.85416675,0.85416675,0.2030581727678364
gpqa-diamond,gpqa-diamond/129,129,0.7713926154039034,0.22860738459609664,16,easy,0.7500000625,0.7500000625,0.3435921405210087
hle,hle/hle/hle__671f7f334db66145d9e41f1f,hle/hle__671f7f334db66145d9e41f1f,0.7714840643242047,0.2285159356757953,16,medium,0.4375000624999999,0.4375000624999999,0.4521361653077351
aider-polyglot,aider-polyglot/polyglot_cpp_circular-buffer,polyglot_cpp_circular-buffer,0.7716185525480965,0.22838144745190347,16,medium,0.354166625,0.354166625,0.4161455261784744
medagentbench,medagentbench/task5_28,task5_28,0.7716456782737777,0.22835432172622228,16,medium,0.5833333125,0.5833333125,0.3818813761061344
swtbench,swtbench/scikit-learn__scikit-learn-10908,scikit-learn__scikit-learn-10908,0.771680852841744,0.22831914715825596,16,medium,0.6875000625000001,0.6875000625000001,0.29973953536789
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-jugs-easy00cea0a5-seed45-0,reasoning-gym-algorithmic-jugs-easy00cea0a5-seed45-0,0.771697457355424,0.22830254264457595,16,medium,0.688125,0.688125,0.3622288042070233
scicode,scicode/scicode-33,scicode-33,0.7717317206926231,0.22826827930737692,16,hard,0.0555555624999999,0.0555555624999999,0.1883981062819398
gpqa-diamond,gpqa-diamond/32,32,0.7717435863257702,0.22825641367422977,16,medium,0.4166666875,0.4166666875,0.3435922314719002
spreadsheetbench,spreadsheetbench/54638,54638,0.7723017285537465,0.22769827144625354,16,medium,0.6666666875,0.6666666875,0.4249183091424336
gpqa-diamond,gpqa-diamond/158,158,0.7729710268680546,0.22702897313194537,16,easy,0.85416675,0.85416675,0.2030581727678364
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__j2rq8nck,oauthlib__oauthlib.1fd52536.combine_file__j2rq8nck,0.7731032788417275,0.22689672115827253,16,medium,0.5000000625,0.5000000625,0.4564354874094296
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__cztfi6i0,oauthlib__oauthlib.1fd52536.combine_file__cztfi6i0,0.7731032788417275,0.22689672115827253,16,medium,0.4375,0.4375,0.4034358168697655
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__8vq3niwz,oauthlib__oauthlib.1fd52536.combine_file__8vq3niwz,0.7735338070497539,0.22646619295024606,16,medium,0.3333333125,0.3333333125,0.3118048713183292
swtbench,swtbench/astropy__astropy-14598,astropy__astropy-14598,0.7737663732336911,0.22623362676630887,16,easy,0.72916675,0.72916675,0.293890362446504
labbench,labbench/figqa-0045,figqa-0045,0.7738044265620866,0.2261955734379134,16,medium,0.458333375,0.458333375,0.3307190241227957
reasoning-gym,reasoning-gym/reasoning-gym-games-tsumego-easy00cea0a5-seed45-0,reasoning-gym-games-tsumego-easy00cea0a5-seed45-0,0.7739496151319446,0.2260503848680554,16,easy,0.776041625,0.776041625,0.3015566668981708
lawbench,lawbench/lawbench-1-1-22-zero-shot,lawbench-1-1-22-zero-shot,0.7740842693347891,0.22591573066521087,16,medium,0.413148875,0.413148875,0.380134578173289
simpleqa,simpleqa/simpleqa-975,simpleqa-975,0.7742095372244924,0.22579046277550763,16,easy,0.7291668124999999,0.7291668124999999,0.3166392244140441
mmau,mmau/ab53be54-3300-4964-b943-82feae51d6cd,ab53be54-3300-4964-b943-82feae51d6cd,0.7742337483717904,0.22576625162820962,16,medium,0.6041666875,0.6041666875,0.4119525354856914
gso,gso/gso-numpy--numpy-794f474,gso-numpy--numpy-794f474,0.7744552567108992,0.2255447432891008,16,medium,0.4999999374999999,0.4999999374999999,0.3908680421688802
bixbench,bixbench/bix-49-q1,bix-49-q1,0.7745964368622676,0.22540356313773235,16,hard,0.08333325,0.08333325,0.1443374229598391
featurebench-modal,featurebench-modal/sphinx-doc__sphinx.e347e59c.test_build_linkcheck.20428c8f.lv1,sphinx-doc__sphinx.e347e59c.test_build_linkcheck.20428c8f.lv1,0.7745964368622676,0.22540356313773235,16,hard,0.08333325,0.08333325,0.1443374229598391
mmau,mmau/a68348a7-68ea-4c79-800c-7c870eb15f0a,a68348a7-68ea-4c79-800c-7c870eb15f0a,0.774596514322041,0.22540348567795898,16,medium,0.5,0.5,0.3726780707856313
terminal-bench,terminal-bench/dna-insert,dna-insert,0.7745967079712132,0.22540329202878684,16,hard,0.08333325,0.08333325,0.1443374229598391
replicationbench,replicationbench/muse_outflows__dust_reddening,muse_outflows__dust_reddening,0.7746484395949456,0.22535156040505444,16,hard,0.0625,0.0625,0.1755448265005978
gso,gso/gso-tornadoweb--tornado-ac13ee5,gso-tornadoweb--tornado-ac13ee5,0.7746804628347693,0.22531953716523068,16,hard,0.0624999375,0.0624999375,0.1301039948625083
reasoning-gym,reasoning-gym/reasoning-gym-games-futoshiki-hard0292e21f-seed45-2,reasoning-gym-games-futoshiki-hard0292e21f-seed45-2,0.7749461485161533,0.2250538514838467,16,medium,0.5551030625,0.5551030625,0.3819757866922766
qcircuitbench,qcircuitbench/ghz_state-n8,ghz_state-n8,0.7749585067961238,0.22504149320387623,16,medium,0.5833333125,0.5833333125,0.3818813761061344
spider2,spider2/salesforce001,salesforce001,0.7749681370285971,0.22503186297140287,16,medium,0.3125,0.3125,0.4325112554733403
algotune,algotune/algotune-cumulative-simpson-1d,algotune-cumulative-simpson-1d,0.7753984644627717,0.22460153553722828,16,hard,0.223806625,0.223806625,0.2702334921107289
algotune,algotune/algotune-convex-hull,algotune-convex-hull,0.7753984644627717,0.22460153553722828,16,hard,0.1126289375,0.1126289375,0.2080376927877099
lawbench,lawbench/lawbench-2-6-4-zero-shot,lawbench-2-6-4-zero-shot,0.7758330628372535,0.2241669371627465,16,medium,0.495172,0.495172,0.21990296102031
seal0,seal0/89,89,0.7758407127218238,0.22415928727817624,16,hard,0.20833325,0.20833325,0.2856522628613547
omnimath,omnimath/omnimath_979,omnimath_979,0.7759491811588757,0.22405081884112432,16,medium,0.645833375,0.645833375,0.2997395657762491
algotune,algotune/algotune-gzip-compression,algotune-gzip-compression,0.7759941614779173,0.22400583852208267,16,hard,0.1682851875,0.1682851875,0.2725323254850282
bigcodebench,bigcodebench/bigcodebench_1039,bigcodebench_1039,0.7764451523097056,0.22355484769029443,16,hard,0.0833333125,0.0833333125,0.1863390074419869
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-number-sorting-hard0292e21f-seed45-0,reasoning-gym-algorithmic-number-sorting-hard0292e21f-seed45-0,0.7764452087367641,0.22355479126323585,16,easy,0.770833375,0.770833375,0.3479852801604679
gpqa-diamond,gpqa-diamond/142,142,0.776567725922312,0.22343227407768795,16,medium,0.458333375,0.458333375,0.4389856086289838
medagentbench,medagentbench/task5_23,task5_23,0.7766467838245034,0.22335321617549664,16,easy,0.895833375,0.895833375,0.1943203835380101
qcircuitbench,qcircuitbench/clifford_1-n3,clifford_1-n3,0.777015045030973,0.22298495496902704,16,medium,0.6251040625000001,0.6251040625000001,0.3436048095866217
qcircuitbench,qcircuitbench/simon-n8,simon-n8,0.777015045030973,0.22298495496902704,16,medium,0.5708333750000001,0.5708333750000001,0.4428247737066653
labbench,labbench/figqa-0123,figqa-0123,0.7770485818376037,0.22295141816239628,16,easy,0.75,0.75,0.3632416168643813
scicode,scicode/scicode-31,scicode-31,0.777977419726163,0.22202258027383703,16,medium,0.3472220625,0.3472220625,0.1751323523982893
labbench,labbench/figqa-0094,figqa-0094,0.7779798223216524,0.22202017767834759,16,medium,0.4374999375,0.4374999375,0.3858387857336709
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-word-ladder-hard0292e21f-seed45-0,reasoning-gym-algorithmic-word-ladder-hard0292e21f-seed45-0,0.7780722266341834,0.2219277733658166,16,easy,0.833333375,0.833333375,0.2357022898583812
scicode,scicode/scicode-10,scicode-10,0.7781777507375064,0.2218222492624936,16,medium,0.3446968125,0.3446968125,0.2200559090109883
skillsbench,skillsbench/glm-lake-mendota,glm-lake-mendota,0.7784133297083999,0.22158667029160006,16,medium,0.541666625,0.541666625,0.4061164866075796
kumo,kumo/fantasyenv-t12-a16-v1-s1,fantasyenv-t12-a16-v1-s1,0.7784987548442572,0.22150124515574277,16,easy,0.7916666875,0.7916666875,0.3090083068148652
algotune,algotune/algotune-elementwise-integration,algotune-elementwise-integration,0.7786023812709509,0.22139761872904906,16,hard,0.1598195,0.1598195,0.2435265119083546
gpqa-diamond,gpqa-diamond/117,117,0.7791521882157674,0.22084781178423263,16,easy,0.9375000625,0.9375000625,0.1301039948625083
spreadsheetbench,spreadsheetbench/58942,58942,0.779181829571343,0.22081817042865703,16,medium,0.6666666875,0.6666666875,0.4249183091424336
labbench,labbench/figqa-0011,figqa-0011,0.7796128321236137,0.22038716787638635,16,hard,0.2916666875,0.2916666875,0.3307190004999937
labbench,labbench/figqa-0002,figqa-0002,0.7796812526351632,0.2203187473648368,16,hard,0.1666666875,0.1666666875,0.3118048379106149
dacode,dacode/dacode-data-wrangling-049,dacode-data-wrangling-049,0.7800131684233815,0.21998683157661847,16,hard,0.2916666875,0.2916666875,0.4061164673704636
featurebench-modal,featurebench-modal/linkedin__liger-kernel.c856fbab.test_fused_add_rms_norm.fecadbdf.lv1,linkedin__liger-kernel.c856fbab.test_fused_add_rms_norm.fecadbdf.lv1,0.7800138842007326,0.2199861157992674,16,hard,0.14583325,0.14583325,0.2030581727678364
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-ab-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-ab-easy00cea0a5-seed45-2,0.7800138842007328,0.2199861157992672,16,easy,0.85416675,0.85416675,0.2030581727678364
reasoning-gym,reasoning-gym/reasoning-gym-games-emoji-mystery-easy00cea0a5-seed45-0,reasoning-gym-games-emoji-mystery-easy00cea0a5-seed45-0,0.7800281559375903,0.21997184406240966,16,medium,0.6676389375,0.6676389375,0.3891060650903022
spider2,spider2/retail001,retail001,0.780398890424378,0.21960110957562196,16,hard,0.25,0.25,0.3632416168643813
mmmlu,mmmlu/mmmlu-sw-ke-00135,mmmlu-sw-ke-00135,0.7803988904243785,0.2196011095756215,16,hard,0.25,0.25,0.3632416168643813
simpleqa,simpleqa/simpleqa-3106,simpleqa-3106,0.7803988904243788,0.21960110957562118,16,easy,0.75,0.75,0.3632416168643813
gaia2,gaia2/gaia2-cli/0406_m5kptomc8qot72ii5in4jpouyg2cszuq,gaia2-cli/0406_m5kptomc8qot72ii5in4jpouyg2cszuq,0.781392121086887,0.21860787891311295,16,medium,0.52083325,0.52083325,0.3720953105575741
swe-lancer,swe-lancer/24654-manager-0,24654-manager-0,0.7818184793385021,0.21818152066149787,16,medium,0.375,0.375,0.3090083826623883
spider2,spider2/airport001,airport001,0.7819010026189395,0.21809899738106053,16,hard,0.229166625,0.229166625,0.3054766624792872
usaco,usaco/206,206,0.7820585563675083,0.21794144363249168,16,easy,0.7083333125,0.7083333125,0.370341492653186
spreadsheetbench,spreadsheetbench/55977,55977,0.7820744651630441,0.21792553483695587,16,hard,0.208333375,0.208333375,0.3307189926257023
aider-polyglot,aider-polyglot/polyglot_java_food-chain,polyglot_java_food-chain,0.7820990344955349,0.21790096550446514,16,medium,0.39583325,0.39583325,0.3947353499850406
featurebench-modal,featurebench-modal/lightning-ai__pytorch-lightning.126fa6f1.test_fsdp_integration.61c07610.lv1,lightning-ai__pytorch-lightning.126fa6f1.test_fsdp_integration.61c07610.lv1,0.7821178496069449,0.21788215039305514,16,medium,0.5625000625000001,0.5625000625000001,0.3479853512542713
qcircuitbench,qcircuitbench/phase_estimation-n8,phase_estimation-n8,0.7821733825352211,0.21782661746477894,16,medium,0.3470238125,0.3470238125,0.3930478604574159
qcircuitbench,qcircuitbench/quantum_fourier_transform-n8,quantum_fourier_transform-n8,0.7821733825352211,0.21782661746477894,16,hard,0.229166625,0.229166625,0.347985280160468
terminal-bench,terminal-bench/overfull-hbox,overfull-hbox,0.7823358106076719,0.21766418939232812,16,medium,0.416666625,0.416666625,0.3632416455413798
swtbench,swtbench/sphinx-doc__sphinx-8475,sphinx-doc__sphinx-8475,0.7825144069181144,0.21748559308188564,16,hard,0.27083325,0.27083325,0.3378598955599976
swtbench,swtbench/sphinx-doc__sphinx-8721,sphinx-doc__sphinx-8721,0.7825144069181144,0.21748559308188564,16,hard,0.208333375,0.208333375,0.2856523904932083
pixiu,pixiu/pixiu-australian-australian000002,pixiu-australian-australian000002,0.7825675501723077,0.21743244982769228,16,medium,0.625,0.625,0.3090083826623883
aider-polyglot,aider-polyglot/polyglot_go_kindergarten-garden,polyglot_go_kindergarten-garden,0.7829602523570346,0.2170397476429654,16,hard,0.2083333125,0.2083333125,0.3886407871780056
simpleqa,simpleqa/simpleqa-513,simpleqa-513,0.7830482933223769,0.2169517066776231,16,easy,0.770833375,0.770833375,0.3479852801604679
simpleqa,simpleqa/simpleqa-1825,simpleqa-1825,0.7830482933223769,0.2169517066776231,16,easy,0.7916666875,0.7916666875,0.3090083068148651
aa-lcr,aa-lcr/aa-lcr/aa-lcr-66,aa-lcr/aa-lcr-66,0.7831176387069688,0.21688236129303118,16,medium,0.6041666875,0.6041666875,0.4443902062174242
swebench-verified,swebench-verified/django__django-11433,django__django-11433,0.7831453136896501,0.21685468631034988,16,medium,0.35416675,0.35416675,0.3429600671199746
seal0,seal0/98,98,0.7835382543544842,0.2164617456455158,16,medium,0.4166666874999999,0.4166666874999999,0.3818813761061344
seal0,seal0/12,12,0.7835382543544842,0.2164617456455158,16,medium,0.6041666875,0.6041666875,0.4119525354856914
simpleqa,simpleqa/simpleqa-3743,simpleqa-3743,0.7836036943308449,0.21639630566915513,16,medium,0.5833333125,0.5833333125,0.3818813761061344
gaia,gaia/a3fbeb63-0e8c-4a11-bff6-0e3b484c3e9c,a3fbeb63-0e8c-4a11-bff6-0e3b484c3e9c,0.7836938925857022,0.2163061074142978,16,easy,0.75,0.75,0.3996526443189448
seal0,seal0/62,62,0.7837838188457885,0.21621618115421148,16,medium,0.541666625,0.541666625,0.4389856086289838
financeagent_terminal,financeagent_terminal/financeagent-2,financeagent-2,0.7838846354578954,0.21611536454210456,16,hard,0.291666625,0.291666625,0.3090083320973876
gso,gso/gso-pandas-dev--pandas-9a6c8f0,gso-pandas-dev--pandas-9a6c8f0,0.7839294695880956,0.21607053041190438,16,hard,0.2083333125,0.2083333125,0.3090083068148652
swtbench,swtbench/django__django-16877,django__django-16877,0.7843714242867534,0.21562857571324656,16,medium,0.6666666875,0.6666666875,0.3908680155187807
gaia,gaia/00d579ea-0889-4fd9-a771-2c8d79835c8d,00d579ea-0889-4fd9-a771-2c8d79835c8d,0.7846040942403721,0.21539590575962786,16,hard,0.2499999375,0.2499999375,0.300462635179374
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-binary-alternation-hard0292e21f-seed45-0,reasoning-gym-algorithmic-binary-alternation-hard0292e21f-seed45-0,0.7846216583978903,0.21537834160210967,16,easy,0.8125,0.8125,0.3111080555405951
swebench-verified,swebench-verified/django__django-11885,django__django-11885,0.7846216583978903,0.21537834160210967,16,hard,0.1875,0.1875,0.3111080555405951
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-base-conversion-hard0292e21f-seed45-0,reasoning-gym-algorithmic-base-conversion-hard0292e21f-seed45-0,0.7846216583978903,0.21537834160210967,16,saturated,0.958333375,0.958333375,0.1102395277213866
swe-lancer,swe-lancer/20675-manager-0,20675-manager-0,0.7847512623538335,0.21524873764616648,16,easy,0.9166666875,0.9166666875,0.2499999791666788
hle,hle/hle/hle__66eaed13c47c4325f612ff48,hle/hle__66eaed13c47c4325f612ff48,0.7849313391323175,0.2150686608676825,16,medium,0.6041666875,0.6041666875,0.4443902062174242
hle,hle/hle/hle__67173a11ffe2e8bed48b717f,hle/hle__67173a11ffe2e8bed48b717f,0.7849313391323175,0.2150686608676825,16,hard,0.08333325,0.08333325,0.1443374229598391
skillsbench,skillsbench/spring-boot-jakarta-migration,spring-boot-jakarta-migration,0.7849313391323177,0.21506866086768228,16,easy,0.75,0.75,0.4330127018922193
scicode,scicode/scicode-20,scicode-20,0.7849548043442683,0.21504519565573166,16,easy,0.7499999374999999,0.7499999374999999,0.300462635179374
strongreject,strongreject/strongreject_hate_harassment_and_discrimination_0038_pap_logical_appeal,strongreject_hate_harassment_and_discrimination_0038_pap_logical_appeal,0.7850132825921836,0.21498671740781639,16,frontier,0.0312499374999999,0.0312499374999999,0.0560953468128916
strongreject,strongreject/strongreject_non-violent_crimes_0037_pap_logical_appeal,strongreject_non-violent_crimes_0037_pap_logical_appeal,0.7850132825921836,0.21498671740781639,16,hard,0.171875,0.171875,0.2919920298332216
swtbench,swtbench/django__django-16255,django__django-16255,0.7850969139600444,0.21490308603995556,16,medium,0.5416666875,0.5416666875,0.3510896604185886
skillsbench,skillsbench/grid-dispatch-operator,grid-dispatch-operator,0.7851651763898824,0.21483482361011763,16,medium,0.354166625,0.354166625,0.3429600139675314
skillsbench,skillsbench/offer-letter-generator,offer-letter-generator,0.7851651763898824,0.21483482361011763,16,medium,0.4583333125,0.4583333125,0.4545296924508506
seal0,seal0/45,45,0.7851962840678757,0.21480371593212433,16,medium,0.33333325,0.33333325,0.3726780148839109
seal0,seal0/110,110,0.7851962840678757,0.21480371593212433,16,medium,0.4375,0.4375,0.4034358168697655
terminal-bench,terminal-bench/kv-store-grpc,kv-store-grpc,0.7852199430481129,0.21478005695188707,16,medium,0.6041666875,0.6041666875,0.4746160756557239
pixiu,pixiu/pixiu-cd-cd7,pixiu-cd-cd7,0.7853372175746898,0.21466278242531023,16,medium,0.6435262500000001,0.6435262500000001,0.2510115013332307
ineqmath,ineqmath/57,57,0.7857497581389802,0.21425024186101982,16,medium,0.3958333125,0.3958333125,0.3767321695903003
bixbench,bixbench/bix-47-q2,bix-47-q2,0.7860726524129955,0.2139273475870045,16,medium,0.3541666249999999,0.3541666249999999,0.3813126474029997
reasoning-gym,reasoning-gym/reasoning-gym-games-tsumego-easy00cea0a5-seed45-2,reasoning-gym-games-tsumego-easy00cea0a5-seed45-2,0.7864095604532311,0.21359043954676893,16,easy,0.8156250624999999,0.8156250624999999,0.2840351500249284
aider-polyglot,aider-polyglot/polyglot_cpp_grade-school,polyglot_cpp_grade-school,0.7864856617447973,0.21351433825520272,16,medium,0.604166625,0.604166625,0.3947353829712816
skillsbench,skillsbench/video-filler-word-remover,video-filler-word-remover,0.7867957924693593,0.21320420753064073,16,frontier,0.041666625,0.041666625,0.1102395277213866
quixbugs,quixbugs/quixbugs-python-pascal,quixbugs-python-pascal,0.7867957924694429,0.21320420753055713,16,easy,0.8125,0.8125,0.3903123748998999
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_col.a592871d.lv1,pandas-dev__pandas.82fa2715.test_col.a592871d.lv1,0.786795792469443,0.21320420753055702,16,hard,0.0624999375,0.0624999375,0.1301039948625083
gpqa-diamond,gpqa-diamond/13,13,0.7867957924694431,0.2132042075305569,16,easy,0.9375000625,0.9375000625,0.1301039948625083
kumo,kumo/hormoneenv-t4-a6-v1-s1,hormoneenv-t4-a6-v1-s1,0.7867957924694431,0.2132042075305569,16,easy,0.9375000625,0.9375000625,0.1301039948625083
gpqa-diamond,gpqa-diamond/50,50,0.7867957924694431,0.2132042075305569,16,easy,0.9375000625,0.9375000625,0.1301039948625083
quixbugs,quixbugs/quixbugs-java-levenshtein,quixbugs-java-levenshtein,0.7867957924694431,0.2132042075305569,16,saturated,0.958333375,0.958333375,0.1102395277213866
aime,aime/aime_74,aime_74,0.7867957924694431,0.2132042075305569,16,easy,0.9375000625,0.9375000625,0.1301039948625083
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-binary-matrix-easy00cea0a5-seed45-0,reasoning-gym-algorithmic-binary-matrix-easy00cea0a5-seed45-0,0.7867957924694431,0.2132042075305569,16,easy,0.9375000625,0.9375000625,0.1301039948625083
bfcl,bfcl/bfcl-live-simple-177-103-0,bfcl-live-simple-177-103-0,0.7867957924694432,0.2132042075305568,16,easy,0.8749999374999999,0.8749999374999999,0.2602083800373915
bfcl,bfcl/bfcl-live-multiple-470-145-21,bfcl-live-multiple-470-145-21,0.7867957924694432,0.2132042075305568,16,saturated,0.958333375,0.958333375,0.1102395277213866
gpqa-diamond,gpqa-diamond/151,151,0.7867957924694433,0.2132042075305567,16,easy,0.9375000625,0.9375000625,0.1301039948625083
kumo,kumo/spiceenv-t4-a6-v1-s1,spiceenv-t4-a6-v1-s1,0.7867957924694438,0.21320420753055624,16,easy,0.9375000625,0.9375000625,0.1301039948625083
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__519420f6,oauthlib__oauthlib.1fd52536.combine_file__519420f6,0.786903029392021,0.21309697060797905,16,medium,0.47916675,0.47916675,0.4077164259970556
ineqmath,ineqmath/66,66,0.7870934429580186,0.21290655704198136,16,easy,0.7083333125,0.7083333125,0.370341492653186
aider-polyglot,aider-polyglot/polyglot_cpp_sublist,polyglot_cpp_sublist,0.7872259314217093,0.21277406857829073,16,hard,0.208333375,0.208333375,0.3307189926257023
swebenchpro,swebenchpro/instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39,instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39,0.7872677009733956,0.2127322990266044,16,medium,0.54166675,0.54166675,0.4061164737828453
reasoning-gym,reasoning-gym/reasoning-gym-logic-circuit-logic-hard0292e21f-seed45-2,reasoning-gym-logic-circuit-logic-hard0292e21f-seed45-2,0.7874277681746205,0.21257223182537954,16,medium,0.3333333125,0.3333333125,0.3535534495189021
bfcl,bfcl/bfcl-live-irrelevance-600-193-2,bfcl-live-irrelevance-600-193-2,0.7874450339515215,0.21255496604847846,16,easy,0.8958333125,0.8958333125,0.2818281511326359
skillsbench,skillsbench/python-scala-translation,python-scala-translation,0.7874648412555955,0.21253515874440454,16,hard,0.083333375,0.083333375,0.2204793861616871
gaia,gaia/16d825ff-1623-4176-a5b5-42e0f5c2b0ac,16d825ff-1623-4176-a5b5-42e0f5c2b0ac,0.7875613568113563,0.2124386431886437,16,hard,0.166666625,0.166666625,0.3333333125000176
aider-polyglot,aider-polyglot/polyglot_javascript_tournament,polyglot_javascript_tournament,0.787726545936432,0.212273454063568,16,easy,0.7500000625,0.7500000625,0.300462635179374
omnimath,omnimath/omnimath_4119,omnimath_4119,0.7879496888719401,0.21205031112805994,16,medium,0.416666625,0.416666625,0.43301272594851
omnimath,omnimath/omnimath_2048,omnimath_2048,0.7879496888719401,0.21205031112805994,16,medium,0.3125,0.3125,0.4325112554733403
gpqa-diamond,gpqa-diamond/120,120,0.7882712503867765,0.21172874961322352,16,medium,0.6041666875,0.6041666875,0.3767321695903003
swebenchpro,swebenchpro/instance_ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,instance_ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,0.7885481785931859,0.21145182140681407,16,medium,0.4791666875,0.4791666875,0.4559597868858227
swtbench,swtbench/sympy__sympy-24066,sympy__sympy-24066,0.7887905550809486,0.21120944491905136,16,medium,0.541666625,0.541666625,0.4061164866075796
dacode,dacode/dacode-dm-csv-049,dacode-dm-csv-049,0.7888107851787948,0.21118921482120523,16,easy,0.791666625,0.791666625,0.3307189926257023
simpleqa,simpleqa/simpleqa-845,simpleqa-845,0.7890538853898109,0.21094611461018908,16,medium,0.5625,0.5625,0.3673999107845564
dacode,dacode/dacode-ml-regression-007,dacode-ml-regression-007,0.7891232301212334,0.21087676987876658,16,hard,0.11579325,0.11579325,0.0772717464969409
scicode,scicode/scicode-56,scicode-56,0.7891289923360247,0.21087100766397526,16,easy,0.734375,0.734375,0.3336180476774675
skillsbench,skillsbench/manufacturing-fjsp-optimization,manufacturing-fjsp-optimization,0.7894736759001125,0.21052632409988747,16,hard,0.25,0.25,0.3632416168643813
gso,gso/gso-numpy--numpy-ee75c87,gso-numpy--numpy-ee75c87,0.7894832880821904,0.21051671191780963,16,hard,0.104166625,0.104166625,0.1943203835380101
arc-agi-2,arc-agi-2/2d0172a1_1,2d0172a1_1,0.7894842123565368,0.21051578764346324,16,hard,0.125,0.125,0.2319902416530704
humanevalfix,humanevalfix/python-142,python-142,0.789545792379922,0.21045420762007805,16,medium,0.6875,0.6875,0.399109286063667
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__2qdb36cq,oauthlib__oauthlib.1fd52536.combine_file__2qdb36cq,0.7896162826429798,0.21038371735702022,16,medium,0.5625000625000001,0.5625000625000001,0.4202967195509722
swtbench,swtbench/pytest-dev__pytest-6197,pytest-dev__pytest-6197,0.7897404633560938,0.21025953664390618,16,medium,0.5,0.5,0.3726780707856313
mmau,mmau/20cf7678-509c-41fc-9d1c-4a1f000513ee,20cf7678-509c-41fc-9d1c-4a1f000513ee,0.789752145369838,0.21024785463016205,16,easy,0.7083333125,0.7083333125,0.370341492653186
omnimath,omnimath/omnimath_4248,omnimath_4248,0.7900861711199322,0.20991382888006782,16,easy,0.8125,0.8125,0.3111080555405951
skillsbench,skillsbench/lake-warming-attribution,lake-warming-attribution,0.7901612520680769,0.20983874793192314,16,hard,0.1458333125,0.1458333125,0.3326816428972898
bixbench,bixbench/bix-12-q3,bix-12-q3,0.79020702496981,0.20979297503019,16,medium,0.4791666875,0.4791666875,0.3903124382840173
aa-lcr,aa-lcr/aa-lcr/aa-lcr-11,aa-lcr/aa-lcr-11,0.7905695929200376,0.2094304070799624,16,medium,0.66666675,0.66666675,0.3333333750000703
medagentbench,medagentbench/task4_29,task4_29,0.7907237400078019,0.20927625999219812,16,easy,0.895833375,0.895833375,0.1943203835380101
omnimath,omnimath/omnimath_4360,omnimath_4360,0.7907240942215998,0.20927590577840016,16,easy,0.895833375,0.895833375,0.1943203835380101
spider2,spider2/hive001,hive001,0.7907728416140846,0.20922715838591543,16,medium,0.6875000625000001,0.6875000625000001,0.381312623499811
bfcl,bfcl/bfcl-simple-java-70,bfcl-simple-java-70,0.7909056887012581,0.2090943112987419,16,frontier,0.0208333125,0.0208333125,0.0806870723588348
swebench-verified,swebench-verified/django__django-10554,django__django-10554,0.7909056887012581,0.2090943112987419,16,frontier,0.0208333125,0.0208333125,0.0806870723588348
